publication_title,plant_family,plant_genus,plant_species,plant_growth_form,plant_life_history,plant_geographic_source,insect_order,insect_family,insect_genus,insect_species,insect_sex,poly_or_mono,insect_geographic_source,insect_life_stage,study_design,paper_source,plant_status,insect_status,biocontrol_study,study_type,notes,plant_genus_species,insect_genus_species,response_measure,plant_organ_afflicted,response_type_or_metric,response_units,response_measure,error_type,response_c,error_c,n_c,response_t,error_t,n_t,hedges_d,var_hedges_d
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,c,,lolium_perenne,anomala _cuprea,biomass,stem,mass,g,x,sd,1.74,0.471810343,5,1.51,0.501,9,-0.438118931,0.317966404
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,c,,lolium_perenne,anomala _cuprea,biomass,stem,mass,g,x,sd,1.625,1.392,9,1.182,0.726,9,-0.38005274,0.226234447
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,c,,lolium_perenne,anomala _cuprea,biomass,stem,mass,g,x,sd,1.625,1.392,9,1.51,0.501,9,-0.104696917,0.222526707
effects of belowground herbivory on the survival and biomass of lolium perenne and plantago lanceolata plants at various growth stages,plantaginaceae,plantago,lanceolata,forb,perennial,eurasia,coleoptera,scarabaeidae,anomala,cuprea,unclear,polyphagous,japan,larval,cage,figure 2,invasive,native,no,c,,plantago_lanceolata,anomala_cuprea,biomass,roots,mass,g,x,sd,0.864,0.863675286,15,2.18,0.549963635,15,1.768516814,0.185460862
effects of belowground herbivory on the survival and biomass of lolium perenne and plantago lanceolata plants at various growth stages,plantaginaceae,plantago,lanceolata,forb,perennial,eurasia,coleoptera,scarabaeidae,anomala,cuprea,unclear,polyphagous,japan,larval,cage,figure 2,invasive,native,no,c,,plantago_lanceolata,anomala_cuprea,biomass,stem,mass,g,x,sd,3.529,1.332306271,15,4.541,0.627423302,15,0.945576232,0.14823524
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,c,,lolium_perenne,anomala _cuprea,biomass,roots,mass,g,x,sd,0.493,0.969,9,0.136,0.342,9,-0.467926217,0.228304304
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,d,,lolium_perenne,anomala _cuprea,biomass,roots,mass,g,x,sd,0.493,0.969,9,0.304,0.153,9,-0.259487514,0.224092605
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,e,,lolium_perenne,anomala _cuprea,biomass,roots,mass,g,x,sd,0.493,0.969,9,0.514,0.186,9,0.028665816,0.222245048
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,c,,lolium_perenne,anomala _cuprea,biomass,roots,mass,g,x,sd,0.798,0.183357574,5,0.136,0.342,9,-2.075260314,0.464922017
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,c,,lolium_perenne,anomala _cuprea,biomass,roots,mass,g,x,sd,0.798,0.183357574,5,0.304,0.153,9,-2.824306093,0.595993429
Effects of belowground vertical distribution of a herbivore on plant biomass and survival in Lolium perenne,poaceae,lolium,perenne,grass,perennial,"europe, asia, and north africa",coleoptera,scarabaeidae,anomala ,cuprea,unclear,polyphagous,japan,larval,cage,figure 1,introduced,native,no,c,,lolium_perenne,anomala _cuprea,biomass,roots,mass,g,x,sd,0.798,0.183357574,5,0.514,0.186,9,-1.436189946,0.384776881
constitutive and herbivore-induced structural defenses are compromised by inbreeding in solanum carolinense (solanaceae) ,solanaceae ,solanum ,carolinense,forb,perennial,southeastern united states;  temperate north america,lepidoptera,sphingidae,manduca,sexta,unclear,monophagous,americas,larval,cage,figure 6,native,native,no,a,outbred,solanum _carolinense,manduca_sexta,number of,flower,count,count,x,sd,18.491,11.07,36,2.555,3.648,36,-1.912779437,0.080963369
constitutive and herbivore-induced structural defenses are compromised by inbreeding in solanum carolinense (solanaceae) ,solanaceae ,solanum ,carolinense,forb,perennial,southeastern united states;  temperate north america,lepidoptera,sphingidae,manduca,sexta,unclear,monophagous,americas,larval,cage,figure 6,native,native,no,a,inbred,solanum _carolinense,manduca_sexta,number of,flower,count,count,x,sd,10.726,7.176,36,2.798,5.472,36,-1.229052992,0.066045634
below-ground herbivory in carduus nutans (asteraceae) and the potential for biological control,asteraceae,carduus,nutans,shrub,bi-annual,eurasia,diptera,syrphidae,cheilosia,grossa,unclear,monophagous,europe,larval,cage,figure 2,native,native,yes,e,,carduus_nutans,cheilosia_grossa,number of,stem,count,count,x,sd,1.792,0.526,15,2.951,0.316,10,2.460541938,0.287751999
below-ground herbivory in carduus nutans (asteraceae) and the potential for biological control,asteraceae,carduus,nutans,shrub,bi-annual,eurasia,diptera,syrphidae,cheilosia,grossa,unclear,monophagous,europe,larval,cage,figure 2,native,native,yes,e,,carduus_nutans,cheilosia_grossa,area,stem,area,m^2,x,sd,0.0022447,0.0001476,15,0.0019286,0.0001159,10,-2.246352715,0.267588677
below-ground herbivory in carduus nutans (asteraceae) and the potential for biological control,asteraceae,carduus,nutans,shrub,bi-annual,eurasia,diptera,syrphidae,cheilosia,grossa,unclear,monophagous,europe,larval,cage,figure 2,native,native,yes,e,,carduus_nutans,cheilosia_grossa,number of,flower,count,count,x,sd,7.272,0.948,15,7.904,0.527,10,0.754746664,0.178059517
below-ground herbivory in carduus nutans (asteraceae) and the potential for biological control,asteraceae,carduus,nutans,shrub,bi-annual,eurasia,diptera,syrphidae,cheilosia,grossa,unclear,monophagous,europe,larval,cage,figure 2,native,native,yes,e,,carduus_nutans,cheilosia_grossa,number of,seed,count,count,x,sd,29.719,3.162,15,31.089,2.002,10,0.478862571,0.171252854
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,5 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,leaves,mass,g,x,sd,0.553,0.135977939,10,0.171,0.14862705,10,-2.568460572,0.364924743
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,2 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,leaves,mass,g,x,sd,0.553,0.135977939,10,0.223,0.35101282,10,-1.187393252,0.235247568
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,5 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,stem,mass,g,x,sd,0.223,0.24349538,10,0.133,0.120166551,10,-0.448937573,0.205038624
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,5 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,roots,mass,g,x,sd,0.647,0.39212243,10,0.145,1.87839293,10,-0.354340105,0.203138923
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,2 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,stem,mass,g,x,sd,0.223,0.24349538,10,0.167,0.230846269,10,-0.226059606,0.201277574
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,2 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,roots,mass,g,x,sd,0.12,0.161276161,10,0.141,0.123328829,10,0.140097654,0.200490684
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,2 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,roots,mass,g,x,sd,0.647,0.39212243,10,0.66,0.569209979,10,0.025474403,0.200016224
pre-release evaluation of the efficacy of the leafsucking bug carvalhotingis visenda (heteroptera: tingidae) as a biological control agent for cat's claw creeper macfadyena unguis-cati (bignoniaceae),bignoniaceae,dolichandra,unguis-cati,forb,perennial,"central america, south america and the caribbean",hemiptera,tingidae,carvalhotingis,visenda,both,monophagous,"central america, south america and the caribbean",both,cage,figure 5,native,native,no,a,2 pairs bugs,dolichandra_unguis-cati,carvalhotingis_visenda,biomass,roots,mass,g,x,sd,0.12,0.161276161,10,0.124,0.20238577,10,0.0209356,0.200010957
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,15 pairs,ligustrum_sinense,leptoypha_hospita,biomass,leaves,mass,g,x,sd,2.566,1.600112496,10,0.831,0.917060521,10,-1.274203345,0.240589854
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,9 pairs,ligustrum_sinense,leptoypha_hospita,biomass,leaves,mass,g,x,sd,2.566,1.600112496,10,1.374,1.02774024,10,-0.84896733,0.218018638
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,9 pairs,ligustrum_sinense,leptoypha_hospita,length,stem,length,m,x,sd,0.00273,0.003826356,10,0.00053,0.000948683,10,-0.755872878,0.214283595
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,9 pairs,ligustrum_sinense,leptoypha_hospita,biomass,whole organism,mass,g,x,sd,9.795,5.372709745,10,6.723,3.086382996,10,-0.671533535,0.211273932
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,15 pairs,ligustrum_sinense,leptoypha_hospita,biomass,whole organism,mass,g,x,sd,9.795,5.372709745,10,6.651,3.886439244,10,-0.64219629,0.210310402
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,9 pairs,ligustrum_sinense,leptoypha_hospita,biomass,stem,mass,g,x,sd,7.193,4.341807227,10,5.313,2.286326748,10,-0.51892904,0.206732184
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,15 pairs,ligustrum_sinense,leptoypha_hospita,biomass,stem,mass,g,x,sd,7.193,4.341807227,10,5.783,3.431071261,10,-0.345109551,0.202977515
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,3 pairs,ligustrum_sinense,leptoypha_hospita,length,stem,length,m,x,sd,0.00273,0.003826356,10,0.00197,0.00262469,10,-0.221848828,0.201230423
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,15 pairs,ligustrum_sinense,leptoypha_hospita,length,stem,length,m,x,sd,0.00273,0.003826356,10,0.00235,0.007652712,10,-0.060155977,0.200090469
evaluation of the impacts of herbivory by lace bugs on chinese privet (ligustrum sinense) survival and physiology,oleaceae,ligustrum,sinense,tree,perennial,"china, taiwan, vietnam",hemiptera,tingidae,leptoypha,hospita,both,monophagous,china,both,cage,,invasive,introduced,yes,d,3 pairs,ligustrum_sinense,leptoypha_hospita,biomass,leaves,mass,g,x,sd,2.566,1.600112496,10,2.494,1.372428505,10,-0.046260992,0.200053502
